Version  	 2.0
 Type  	analog
 Azimut 	180
 Exceed 	40
 Alpha  	20
 Quantity of cycles 	500
 Quantity of strobes 	2001
 Strobe 	10
 Delay  	0
 Time begin 	20:40:12
 Time end   	20:40:37
 Data
310052	418785	
310025	418815	
309755	419266	
310101	419677	
310186	458378	
309915	429611	
310150	462010	
311357	534490	
310572	438825	
310417	424217	
310476	421671	
310144	419018	
309881	420390	
309958	419239	
310008	419360	
309991	419448	
309960	420140	
309954	418751	
309969	419153	
310042	419613	
309998	418656	
310021	420509	
309998	419912	
309971	419772	
309994	418980	
310001	419021	
309988	418762	
309916	419433	
309933	419831	
309987	420012	
309989	419732	
309958	420188	
309996	419958	
309984	422227	
310040	422417	
310066	424024	
310040	426211	
310095	427523	
310095	431128	
310177	433120	
310209	434691	
310262	436186	
310308	437016	
310414	438957	
310392	438823	
310370	441558	
310401	442372	
310416	442388	
310416	443108	
310376	444971	
310411	444957	
310393	444470	
310396	445262	
310423	444443	
310456	444591	
310443	444559	
310433	444475	
310431	443526	
310440	441774	
310396	441580	
310381	441635	
310358	440520	
310352	440550	
310284	440090	
310316	439155	
310288	438575	
310307	437613	
310321	437124	
310336	437240	
310309	436840	
310263	436944	
310299	436047	
310274	435138	
310274	434433	
310267	433908	
310236	432819	
310238	433732	
310203	433161	
310202	432379	
310222	431933	
310247	431834	
310242	431984	
310185	430858	
310219	430888	
310150	430134	
310210	430241	
310163	430348	
310158	429298	
310152	428441	
310121	429317	
310141	429349	
310226	428559	
310183	429234	
310165	428467	
310206	427804	
310170	427747	
310131	427956	
310152	428005	
310138	428054	
310105	427471	
310034	427170	
310074	426806	
310092	427178	
310093	427721	
310089	426859	
310138	426208	
310180	425998	
310130	425683	
310132	425162	
310106	425785	
310112	425978	
310138	425388	
310056	424507	
310090	425381	
310045	424447	
310004	424118	
310086	425396	
310073	424511	
310093	424382	
310114	424060	
310089	424570	
310102	424210	
310102	424757	
310104	424456	
310033	424822	
310062	423869	
310021	423962	
310059	423878	
310045	424364	
310048	423510	
310116	423345	
310092	423982	
310024	424203	
310064	423829	
310100	422714	
310067	423800	
310039	422405	
310045	423134	
310042	422731	
310057	422695	
310037	424314	
310025	423245	
310064	423586	
310048	423330	
310062	422714	
310111	423283	
310026	422423	
310080	421903	
310017	423101	
310040	422850	
310025	422639	
309964	422262	
310039	421970	
309985	422444	
310096	423152	
310067	422491	
310052	422787	
310079	422167	
310037	423031	
310041	421868	
310034	422171	
310037	422683	
310032	422579	
310023	421910	
309975	422699	
309975	421953	
309969	422191	
310032	421967	
310034	422746	
310082	421941	
310081	422357	
310076	421978	
310087	422888	
310027	422505	
310031	422875	
309992	422550	
310007	422488	
309978	422171	
309958	424305	
310012	423118	
310014	423200	
310044	423371	
310024	423268	
310094	422363	
310010	422540	
310015	422335	
310031	422073	
309955	420788	
310000	421464	
309979	421739	
310021	420927	
310040	421312	
310032	421283	
309963	420676	
310027	420748	
310038	419946	
310029	420692	
309998	419840	
310027	420991	
310007	419579	
309975	421029	
309969	419993	
309965	419964	
310002	419698	
309944	420121	
310004	420268	
310016	421033	
310050	420057	
310041	421507	
310003	420388	
310030	420507	
309985	421494	
309998	421129	
309964	420850	
309945	419949	
309981	419236	
309928	420323	
309971	419641	
309971	420185	
309957	420481	
310063	419576	
310036	420347	
310026	419429	
310018	419725	
309973	419633	
309959	419242	
309966	419510	
309961	418654	
309969	419244	
309954	419205	
310016	419075	
309962	419094	
309988	419380	
310035	419871	
309981	419584	
309963	419970	
309910	420247	
309940	419946	
310002	419774	
309951	419019	
309938	419414	
309972	420429	
309982	419660	
309993	419202	
309959	420054	
310033	419671	
310048	419342	
309984	419238	
309957	418963	
309978	419883	
309964	420110	
309913	419570	
309982	419108	
309939	419813	
309970	420085	
310007	419238	
310030	419381	
309983	419805	
309978	419945	
309995	419545	
310008	419449	
309969	419574	
309989	418934	
309957	419195	
309971	419673	
309920	419532	
310005	419837	
309945	419586	
309934	420269	
309960	420552	
310029	419267	
310036	419785	
309996	419029	
310002	419615	
309948	419249	
309940	419303	
309931	419964	
309899	419892	
309966	418382	
309951	419797	
309978	418976	
309949	419009	
309995	419633	
309953	419234	
309978	419598	
309974	419870	
309985	418881	
309949	419573	
309970	418944	
310029	419162	
309945	419984	
309954	419465	
309967	418598	
309976	419151	
309971	419405	
309920	419068	
309969	419017	
309997	419695	
309961	418797	
310008	419460	
309997	418087	
309966	419731	
309945	419301	
309946	418803	
309914	418643	
309914	419284	
309976	418954	
310029	419609	
310010	419633	
309985	419219	
310009	419741	
310019	418587	
309983	419566	
309988	419785	
309907	419583	
309946	418720	
309947	419440	
309932	419076	
309931	419349	
309968	418767	
309995	418601	
310007	419151	
309960	419910	
309999	418817	
310005	419833	
309979	418672	
309941	419719	
309980	418880	
309959	420050	
309944	419042	
309970	419474	
309996	418476	
309963	419146	
309968	418863	
309987	419334	
310004	418462	
310002	418066	
309917	418110	
309951	418477	
309897	419561	
309978	419177	
309940	419394	
309990	419252	
309984	420788	
309977	419123	
309989	420155	
309986	419066	
309948	419486	
309970	418560	
309996	418904	
310008	419216	
309976	419071	
309903	418637	
309980	419535	
309933	419268	
309973	418130	
309954	419427	
310011	418711	
310032	419378	
310025	419704	
310001	419753	
309936	420583	
310013	419669	
309928	418752	
309937	419374	
309959	419409	
309892	419028	
309948	420523	
309954	418323	
309890	419623	
309988	418483	
309991	419603	
310033	418688	
310012	419737	
309985	418551	
309959	419463	
309998	419612	
309990	419290	
309970	418866	
309992	418228	
309981	419277	
309990	419427	
309996	419462	
309961	418436	
309908	418953	
309998	420297	
309962	419086	
309994	418689	
309949	419768	
309951	418637	
309950	418923	
309941	419873	
309949	420098	
310035	419369	
309952	419747	
309972	419641	
310043	419734	
309977	418531	
310010	418983	
309996	419048	
310003	419929	
309942	419339	
309906	419620	
309930	418883	
309892	419832	
309913	418494	
309948	419091	
310003	419422	
309999	419177	
310022	418818	
310040	418493	
310015	419192	
309924	419920	
309976	419580	
309969	419555	
309944	419232	
309939	418564	
309927	419324	
309954	419415	
309983	419596	
309956	418234	
309983	419885	
310015	418613	
310023	418597	
310018	419382	
309966	419375	
309955	419207	
309934	419091	
309989	418402	
309932	418346	
309919	420223	
309892	418834	
310004	417890	
309971	418659	
309959	418744	
309971	418897	
309968	419439	
309921	419069	
309954	419739	
309999	418639	
309976	419209	
309899	419032	
309925	419590	
309965	418139	
309959	418946	
309938	419219	
310002	419302	
310005	419630	
309973	418929	
309998	419209	
309955	419101	
309954	418504	
309916	419476	
309959	418271	
309926	418143	
309913	418794	
309921	419370	
309959	419367	
310062	419123	
309985	419465	
310064	419505	
310004	419986	
310009	420027	
309971	419743	
309970	419602	
310001	419128	
309894	419423	
309955	418547	
309953	418181	
309913	419701	
309932	418740	
309970	419562	
310060	419035	
309971	417891	
310010	418920	
310010	419753	
