Version  	 2.0
 Type  	analog
 Azimut 	180
 Exceed 	40
 Alpha  	20
 Quantity of cycles 	500
 Quantity of strobes 	2001
 Strobe 	10
 Delay  	0
 Time begin 	17:22:40
 Time end   	17:23:05
 Data
315430	424135	
315415	423340	
315161	423337	
315502	424101	
315409	468456	
315224	429290	
316070	428349	
323293	422446	
318391	425292	
317525	426512	
317159	423872	
316291	423796	
315837	424499	
315854	424639	
315744	424162	
315572	424490	
315555	423481	
315372	423698	
315391	424758	
315386	423750	
315381	424033	
315308	423928	
315269	424407	
315267	423543	
315300	424746	
315319	423720	
315311	423850	
315266	424024	
315288	424014	
315311	424390	
315309	423588	
315281	423984	
315227	423333	
315260	423980	
315289	424843	
315282	424565	
315348	424440	
315307	423624	
315302	424389	
315399	424455	
315374	424385	
315369	424354	
315363	424683	
315348	424725	
315390	424655	
315326	424169	
315423	424705	
315391	423878	
315441	424923	
315411	424174	
315481	423937	
315470	423873	
315511	423666	
315509	424213	
315488	423677	
315533	424480	
315495	424539	
315455	425057	
315443	423816	
315443	423723	
315420	424282	
315448	424993	
315469	424137	
315438	423169	
315474	424194	
315457	423871	
315490	424021	
315477	424549	
315505	423515	
315464	423961	
315464	423442	
315441	423534	
315478	424555	
315454	424066	
315419	423791	
315430	424687	
315432	424069	
315455	423954	
315503	423589	
315462	423805	
315445	424612	
315427	424555	
315402	423672	
315372	423805	
315384	423901	
315409	424782	
315431	424396	
315397	423790	
315475	423455	
315458	424399	
315462	423991	
315411	424604	
315434	424176	
315400	424457	
315355	424183	
315375	423649	
315338	423533	
315384	423123	
315405	423591	
315423	424148	
315389	423243	
315417	423478	
315458	424019	
315461	424825	
315417	424279	
315447	424002	
315411	424333	
315460	424321	
315434	424671	
315403	424147	
315410	424073	
315373	423621	
315429	425109	
315426	424869	
315420	424536	
315389	423366	
315381	424123	
315366	424224	
315402	423846	
315365	422908	
315366	423821	
315447	422872	
315418	424015	
315355	424481	
315424	425082	
315421	424179	
315428	424144	
315389	424185	
315400	423469	
315383	424675	
315434	424477	
315424	424692	
315396	423820	
315345	423882	
315346	424654	
315391	423366	
315407	423675	
315403	425033	
315413	423848	
315425	424337	
315437	423688	
315451	424006	
315479	423615	
316152	424393	
319478	424190	
322901	424093	
324205	424880	
323909	424329	
322882	425204	
321464	424860	
320026	425607	
318819	424813	
317798	424628	
317004	425077	
316520	424275	
316228	425445	
316034	424821	
315854	424172	
315737	424229	
315575	425442	
315506	423567	
315462	424384	
315418	424295	
315377	425187	
315382	424329	
315356	423835	
315338	424398	
315336	424764	
315358	425178	
315356	424416	
315318	425342	
315316	423982	
315323	425226	
315300	424880	
315303	424736	
315288	423891	
315314	424830	
315337	423489	
315316	425357	
315307	424638	
315312	424390	
315295	424045	
315264	424085	
315283	424741	
315276	424033	
315217	423834	
315350	423932	
315279	423499	
315351	424697	
315362	424122	
315328	423998	
315311	424327	
315315	425143	
315307	424784	
315290	424640	
315276	423556	
315255	424188	
315265	424900	
315314	424218	
315294	423802	
315330	425376	
315302	425082	
315269	424365	
315316	424374	
315288	424352	
315282	424049	
315331	424313	
315352	424870	
315300	424244	
315307	424491	
315279	424691	
315247	423939	
315326	424650	
315288	423651	
315271	424733	
315329	424870	
315328	423667	
315324	424871	
315346	424000	
315316	424553	
315311	425210	
315307	424066	
315314	424554	
315296	424042	
315284	423766	
315331	423123	
315314	423777	
315305	424117	
315307	424225	
315314	423726	
315305	423831	
315329	423912	
315277	424238	
315278	423645	
315248	424673	
315300	423541	
315279	424885	
315267	424730	
315324	424338	
315323	424747	
315287	424608	
315332	424303	
315264	423887	
315299	424072	
315278	423282	
315298	424201	
