Version  	 2.0
 Type  	analog
 Azimut 	180
 Exceed 	40
 Alpha  	20
 Quantity of cycles 	500
 Quantity of strobes 	2001
 Strobe 	10
 Delay  	0
 Time begin 	23:40:21
 Time end   	23:40:46
 Data
311721	385881	
311756	385589	
311482	385134	
311643	386395	
311842	421731	
311618	396748	
311486	436512	
313281	558646	
312210	414831	
312217	392683	
312144	387575	
311980	386790	
311622	386816	
311694	386938	
311765	385683	
311680	386607	
311607	385702	
311588	386848	
311665	385855	
311724	385026	
311697	385859	
311668	385358	
311587	386467	
311660	386205	
311687	386226	
311734	385104	
311642	387183	
311601	385268	
311638	384925	
311629	386876	
311669	386506	
311639	385838	
311585	386794	
311642	386818	
311646	389428	
311698	390864	
311770	394079	
311740	396247	
311758	400010	
311819	402616	
311889	403844	
311944	405689	
311991	407580	
311954	409326	
312038	410026	
312081	411948	
312091	412869	
312034	415036	
312080	415743	
312135	416641	
312138	418655	
312167	418884	
312152	419665	
312103	420201	
312105	420081	
312130	419419	
312121	418788	
312108	418343	
312117	418614	
312107	417126	
312080	416308	
312047	414749	
312064	414954	
312086	413335	
312088	412489	
312025	411950	
312049	411591	
312037	410852	
312068	409127	
312025	409092	
312029	407797	
312039	407183	
312003	406496	
312010	406202	
312008	404340	
311978	403663	
312022	404496	
312008	403786	
311970	402584	
311949	402386	
311910	401975	
311904	403103	
311899	401340	
311880	400479	
311888	400489	
311924	401050	
311926	399354	
311924	399499	
311904	399132	
311955	399607	
311849	398715	
311873	398518	
311850	396575	
311806	396961	
311831	395329	
311804	394748	
311828	393243	
311796	392638	
311837	391702	
311779	392247	
311774	391513	
311827	389839	
311814	390952	
311783	390761	
311771	390550	
311716	389665	
311785	390272	
311774	389409	
311757	389219	
311752	388473	
311785	388087	
311707	389567	
311794	388743	
311743	388183	
311800	387876	
311745	387225	
311740	388377	
311712	388392	
311763	387774	
311718	387767	
311753	388672	
311719	388141	
311741	387907	
311755	387891	
311734	387505	
311710	388294	
311757	387964	
311744	388206	
311728	386950	
311711	386891	
311702	387347	
311676	386644	
311645	387752	
311723	387440	
311707	387222	
311716	387763	
311748	387297	
311768	386763	
311735	387311	
311758	388097	
311691	387001	
311731	387672	
311742	386495	
311682	386703	
311695	386424	
